a_year,a_ref,v_id,c_id,c_class,c_sex,c_agegroup,c_sever,c_loc,c_move,c_school,c_pcv,c_pedinj,c_vtype
2017,2800,1,1,Driver,Male,65+,Slightly injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2017,2800,1,2,Vehicle passenger - front,Male,65+,Seriously injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2017,2800,2,3,Driver,Male,65+,Slightly injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2017,2801,1,1,Driver,Male,17-24,Slightly injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2017,2801,1,2,Vehicle passenger - front,Male,17-24,Slightly injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2017,2801,2,3,Driver,Female,65+,Seriously injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2017,2801,2,4,Vehicle passenger - front,Male,35-44,Slightly injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2017,2802,1,1,Driver,Female,55-64,Slightly injured,,,Other,,,Car
2017,2803,2,1,Driver,Female,45-54,Slightly injured,,,Other,,,Car
2017,2803,2,2,Vehicle passenger - rear,Male,25-34,Slightly injured,,,Other,,,Car
2017,2804,0,1,Pedestrian,Female,10-16,Seriously injured,In carriageway crossing elsewhere,Crossing from drivers nearside,Other,Not a bus or coach passenger,No,
2017,2805,0,1,Pedestrian,Male,10-16,Slightly injured,,,Other,,,
2017,2806,2,1,Driver,Female,25-34,Slightly injured,,,Other,,,Car
2017,2806,2,2,Vehicle passenger - front,Female,25-34,Slightly injured,,,Other,,,Car
2017,2807,2,1,Driver,Female,17-24,Slightly injured,,,Other,,,Car
2017,2807,1,2,Driver,Female,55-64,Slightly injured,,,Other,,,Car
2017,2808,1,1,Driver,Male,35-44,Slightly injured,,,Other,,,Car
2017,2809,2,1,Driver,Male,45-54,Slightly injured,,,Other,,,Car
2017,2810,2,1,Driver,Female,17-24,Slightly injured,,,Other,,,Car
2017,2810,2,2,Vehicle passenger - front,Male,17-24,Slightly injured,,,Other,,,Car
2017,2810,3,3,Driver,Female,25-34,Slightly injured,,,Other,,,Car
2017,2811,1,1,Driver,Male,17-24,Slightly injured,,,Other,,,Car
2017,2812,2,1,Vehicle passenger - rear,Male,55-64,Slightly injured,,,Other,,,Car
2017,2813,1,1,Driver,Male,25-34,Slightly injured,,,Other,,,Car
2017,2814,1,1,Driver,Male,65+,Slightly injured,,,Other,,,Car
2017,2814,2,2,Driver,Male,35-44,Slightly injured,,,Other,,,Car
2017,2814,2,3,Vehicle passenger - rear,Male,Under 10,Slightly injured,,,Other,,,Car
2017,2814,2,4,Vehicle passenger - rear,Male,10-16,Slightly injured,,,Other,,,Car
2017,2815,1,1,Driver,Female,45-54,Slightly injured,,,Other,,,Car
2017,2816,2,1,Pedal cyclist,Male,Under 10,Slightly injured,,,Other,,,Pedal cycle
2017,2817,0,1,Pedestrian,Male,35-44,Slightly injured,,,Other,,,
2017,2818,2,1,Driver,Male,55-64,Slightly injured,,,Other,,,Car
2017,2819,2,1,Driver,Female,35-44,Slightly injured,,,Other,,,Car
2017,2819,2,2,Vehicle passenger - front,Female,55-64,Slightly injured,,,Other,,,Car
2017,2820,2,1,Motorcyclist,Male,17-24,Slightly injured,,,Other,,,Motorcycle (under 125cc)
2017,2821,1,1,Driver,Male,25-34,Slightly injured,,,Other,,,Car
2017,2822,1,1,Driver,Male,25-34,Slightly injured,,,Other,,,Car
2017,2823,1,1,Driver,Male,25-34,Seriously injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2017,2824,1,1,Driver,Male,25-34,Slightly injured,,,Other,,,Car
2017,2824,1,2,Vehicle passenger - front,Male,55-64,Slightly injured,,,Other,,,Car
2017,2825,1,1,Driver,Female,45-54,Slightly injured,,,Other,,,Car
2017,2826,1,1,Driver,Female,45-54,Slightly injured,,,Other,,,Car
2017,2827,1,1,Driver,Male,55-64,Slightly injured,,,Other,,,Car
2017,2827,2,2,Driver,Female,17-24,Slightly injured,,,Other,,,Car
2017,2828,1,1,Driver,Female,25-34,Slightly injured,,,Other,,,Car
2017,2829,1,1,Driver,Male,55-64,Slightly injured,,,Other,,,Other motor vehicle
2017,2830,1,1,Driver,Male,17-24,Seriously injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2017,2830,2,2,Driver,Male,65+,Slightly injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Goods 3.5 tonnes or less
2017,2830,2,3,Vehicle passenger - front,Male,55-64,Slightly injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Goods 3.5 tonnes or less
2017,2831,1,1,Driver,Female,17-24,Slightly injured,,,Other,,,Car
2017,2832,1,1,Driver,Female,17-24,Slightly injured,,,Other,,,Car
2017,2833,1,1,Driver,Male,17-24,Slightly injured,,,Other,,,Car
2017,2833,1,2,Vehicle passenger - front,Female,17-24,Slightly injured,,,Other,,,Car
2017,2833,2,3,Driver,Male,45-54,Slightly injured,,,Other,,,Goods 3.5 tonnes or less
2017,2834,0,1,Pedestrian,Male,10-16,Seriously injured,In centre of carriageway,Crossing from drivers nearside masked by static vehicle,Other,Not a bus or coach passenger,No,
2017,2835,0,1,Pedestrian,Male,Under 10,Slightly injured,,,Other,,,
2017,2836,1,1,Driver,Female,35-44,Slightly injured,,,Other,,,Car
2017,2836,2,2,Driver,Female,35-44,Slightly injured,,,Other,,,Car
2017,2836,2,3,Vehicle passenger - front,Male,10-16,Slightly injured,,,Other,,,Car
2017,2836,2,4,Vehicle passenger - rear,Female,Under 10,Slightly injured,,,Other,,,Car
2017,2837,1,1,Motorcyclist,Male,65+,Slightly injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Motorcycle (125cc and above)
2017,2837,1,2,Pillion passenger,Female,55-64,Seriously injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Motorcycle (125cc and above)
2017,2838,1,1,Driver,Female,25-34,Slightly injured,,,Other,,,Car
2017,2839,1,1,Driver,Female,17-24,Slightly injured,,,Other,,,Car
2017,2840,2,1,Driver,Male,45-54,Slightly injured,,,Other,,,Goods 3.5 tonnes or less
2017,2841,1,1,Driver,Male,65+,Slightly injured,,,Other,,,Car
2017,2841,2,2,Vehicle passenger - front,Female,35-44,Slightly injured,,,Other,,,Car
2017,2841,2,3,Vehicle passenger - rear,Female,10-16,Slightly injured,,,School pupil on journey to / from school,,,Car
2017,2842,1,1,Driver,Female,25-34,Slightly injured,,,Other,,,Car
2017,2843,1,1,Vehicle passenger - rear,Male,Under 10,Slightly injured,,,Other,,,Car
2017,2843,1,2,Vehicle passenger - front,Male,Under 10,Slightly injured,,,Other,,,Car
2017,2843,1,3,Vehicle passenger - rear,Female,10-16,Slightly injured,,,Other,,,Car
2017,2844,2,1,Driver,Male,17-24,Slightly injured,,,Other,,,Car
2017,2845,2,1,Driver,Female,25-34,Slightly injured,,,Other,,,Car
2017,2846,1,1,Driver,Male,45-54,Slightly injured,,,Other,,,Car
2017,2847,1,1,Driver,Female,25-34,Slightly injured,,,Other,,,Car
2017,2848,1,1,Driver,Female,45-54,Slightly injured,,,Other,,,Car
2017,2849,1,1,Driver,Male,35-44,Slightly injured,,,Other,,,Goods 3.5 tonnes or less
2017,2850,1,1,Driver,Male,25-34,Slightly injured,,,Other,,,Car
2017,2851,2,1,Driver,Female,25-34,Slightly injured,,,Other,,,Car
2017,2852,1,1,Driver,Female,35-44,Slightly injured,,,Other,,,Car
2017,2853,1,1,Driver,Male,25-34,Slightly injured,,,Other,,,Car
2017,2854,2,1,Driver,Male,17-24,Slightly injured,,,Other,,,Car
2017,2854,2,2,Vehicle passenger - front,Male,17-24,Slightly injured,,,Other,,,Car
2017,2854,2,3,Vehicle passenger - rear,Male,10-16,Slightly injured,,,Other,,,Car
2017,2855,1,1,Vehicle passenger - front,Female,25-34,Slightly injured,,,Other,,,Car
2017,2856,1,1,Driver,Female,17-24,Slightly injured,,,Other,,,Car
2017,2857,1,1,Vehicle passenger - front,Female,55-64,Slightly injured,,,Other,,,Car
2017,2858,1,1,Driver,Female,45-54,Slightly injured,,,Other,,,Car
2017,2859,2,1,Driver,Male,35-44,Slightly injured,,,Other,,,Goods 3.5 tonnes or less
2017,2859,2,2,Vehicle passenger - front,Male,35-44,Slightly injured,,,Other,,,Goods 3.5 tonnes or less
2017,2860,1,1,Vehicle passenger - rear,Male,10-16,Seriously injured,Not a pedestrian,Not a pedestrian,Other,Alighting,,Bus or coach (17+ passengers)
2017,2861,2,1,Driver,Male,55-64,Slightly injured,,,Other,,,Car
2017,2862,0,1,Pedestrian,Male,17-24,Slightly injured,,,Other,,,
2017,2863,1,1,Vehicle passenger - rear,Male,10-16,Slightly injured,,,Other,,,Car
2017,2863,2,2,Driver,Female,17-24,Slightly injured,,,Other,,,Car
2017,2864,2,1,Motorcyclist,Male,35-44,Seriously injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Motorcycle (125cc and above)
2017,2865,1,1,Driver,Male,25-34,Slightly injured,,,Other,,,Car
2017,2865,2,2,Vehicle passenger - rear,Male,Under 10,Slightly injured,,,Other,,,Car
2017,2866,0,1,Pedestrian,Male,Under 10,Seriously injured,In carriageway crossing elsewhere,Crossing from drivers nearside masked by static vehicle,Other,Not a bus or coach passenger,No,
2017,2867,1,1,Driver,Female,45-54,Slightly injured,,,Other,,,Car
2017,2868,0,1,Pedestrian,Male,55-64,Slightly injured,,,Other,,,
2017,2869,2,1,Motorcyclist,Male,25-34,Seriously injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Motorcycle (125cc and above)
2017,2870,1,1,Driver,Male,17-24,Slightly injured,,,Other,,,Car
2017,2870,2,2,Driver,Male,45-54,Slightly injured,,,Other,,,Car
2017,2871,1,1,Vehicle passenger - front,Female,55-64,Slightly injured,,,Other,,,Car
2017,2872,0,1,Pedestrian,Male,35-44,Slightly injured,,,Other,,,
2017,2873,2,1,Driver,Male,55-64,Slightly injured,,,Other,,,Car - taxi (hackney)
2017,2873,2,2,Vehicle passenger - rear,Female,45-54,Slightly injured,,,Other,,,Car - taxi (hackney)
2017,2873,2,3,Vehicle passenger - rear,Male,45-54,Slightly injured,,,Other,,,Car - taxi (hackney)
2017,2874,2,1,Pedal cyclist,Male,Under 10,Seriously injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Pedal cycle
2017,2875,1,1,Driver,Male,17-24,Slightly injured,,,Other,,,Goods 3.5 tonnes or less
2017,2875,2,2,Driver,Female,65+,Slightly injured,,,Other,,,Car
2017,2876,2,1,Vehicle passenger - front,Female,25-34,Slightly injured,,,Other,,,Car
2017,2877,1,1,Vehicle passenger - front,Female,55-64,Slightly injured,,,Other,,,Car
2017,2878,1,1,Driver,Female,17-24,Slightly injured,,,Other,,,Car
2017,2879,1,1,Driver,Female,35-44,Slightly injured,,,Other,,,Car
2017,2879,1,2,Vehicle passenger - front,Female,17-24,Slightly injured,,,Other,,,Car
2017,2880,1,1,Motorcyclist,Male,65+,Slightly injured,,,Other,,,Motorcycle (under 125cc)
2017,2881,1,1,Vehicle passenger - front,Female,65+,Slightly injured,,,Other,,,Car
2017,2882,1,1,Driver,Male,55-64,Slightly injured,,,Other,,,Car
2017,2882,2,2,Pedal cyclist,Male,35-44,Slightly injured,,,Other,,,Pedal cycle
2017,2883,1,1,Driver,Male,65+,Slightly injured,,,Other,,,Car
2017,2883,2,2,Driver,Male,45-54,Slightly injured,,,Other,,,Car
2017,2884,0,1,Pedestrian,Female,10-16,Slightly injured,,,Other,,,
2017,2885,1,1,Driver,Male,17-24,Slightly injured,,,Other,,,Car
2017,2886,1,1,Driver,Male,45-54,Slightly injured,,,Other,,,Car
2017,2887,3,1,Driver,Male,55-64,Slightly injured,,,Other,,,Car
2017,2887,3,2,Vehicle passenger - front,Male,10-16,Slightly injured,,,Other,,,Car
2017,2888,1,1,Driver,Male,65+,Slightly injured,,,Other,,,Car
2017,2889,0,1,Pedestrian,Male,Under 10,Seriously injured,In carriageway crossing elsewhere,Crossing from drivers nearside,Other,Not a bus or coach passenger,No,
2017,2890,2,1,Vehicle passenger - front,Female,10-16,Slightly injured,,,Other,,,Car
2017,2891,2,1,Motorcyclist,Male,45-54,Slightly injured,,,Other,,,Motorcycle (125cc and above)
2017,2892,1,1,Vehicle passenger - front,Female,17-24,Slightly injured,,,Other,,,Car
2017,2892,2,2,Driver,Female,25-34,Slightly injured,,,Other,,,Car
2017,2893,2,1,Driver,Female,25-34,Slightly injured,,,Other,,,Car
2017,2894,1,1,Driver,Male,65+,Seriously injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2017,2894,2,2,Driver,Male,55-64,Slightly injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2017,2894,2,3,Vehicle passenger - front,Female,55-64,Seriously injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2017,2895,1,1,Driver,Male,35-44,Slightly injured,,,Other,,,Car
2017,2895,2,2,Driver,Female,55-64,Slightly injured,,,Other,,,Car
2017,2896,1,1,Driver,Female,17-24,Slightly injured,,,Other,,,Car
2017,2897,0,1,Pedestrian,Male,Under 10,Seriously injured,In carriageway crossing elsewhere,Crossing from drivers offside masked by static vehicle,Other,Not a bus or coach passenger,No,
2017,2898,1,1,Vehicle passenger - front,Female,45-54,Slightly injured,,,Other,,,Car
2017,2899,1,1,Driver,Male,17-24,Slightly injured,,,Other,,,Car
2017,2900,2,1,Driver,Male,25-34,Slightly injured,,,Other,,,Car
2017,2901,1,1,Driver,Female,55-64,Slightly injured,,,Other,,,Car
2017,2902,1,1,Driver,Male,17-24,Slightly injured,,,Other,,,Goods 3.5 tonnes or less
2017,2902,1,2,Vehicle passenger - front,Male,17-24,Slightly injured,,,Other,,,Goods 3.5 tonnes or less
2017,2903,1,1,Driver,Female,25-34,Slightly injured,,,Other,,,Car
2017,2903,1,2,Vehicle passenger - front,Female,25-34,Slightly injured,,,Other,,,Car
2017,2903,1,3,Vehicle passenger - rear,Male,Under 10,Slightly injured,,,Other,,,Car
2017,2903,1,4,Vehicle passenger - rear,Male,Under 10,Slightly injured,,,Other,,,Car
2017,2903,2,5,Driver,Female,35-44,Slightly injured,,,Other,,,Car
2017,2903,2,6,Vehicle passenger - rear,Female,Under 10,Slightly injured,,,Other,,,Car
2017,2903,2,7,Vehicle passenger - rear,Female,Under 10,Slightly injured,,,Other,,,Car
2017,2904,1,1,Vehicle passenger - rear,Female,55-64,Slightly injured,,,Other,,,Bus or coach (17+ passengers)
2017,2905,2,1,Driver,Female,17-24,Slightly injured,,,Other,,,Car
2017,2906,1,1,Driver,Female,45-54,Slightly injured,,,Other,,,Car
2017,2906,2,2,Driver,Female,45-54,Slightly injured,,,Other,,,Car
2017,2907,2,1,Pedal cyclist,Male,17-24,Slightly injured,,,Other,,,Pedal cycle
2017,2908,0,1,Pedestrian,Male,17-24,Slightly injured,,,Other,,,
2017,2909,1,1,Driver,Male,55-64,Slightly injured,,,Other,,,Agricultural vehicle
2017,2910,2,1,Driver,Male,55-64,Slightly injured,,,Other,,,Car
2017,2911,0,1,Pedestrian,Female,65+,Slightly injured,,,Other,,,
2017,2912,1,1,Motorcyclist,Male,17-24,Slightly injured,,,Other,,,Motorcycle (125cc and above)
2017,2913,1,1,Driver,Female,25-34,Slightly injured,,,Other,,,Car
2017,2913,2,2,Driver,Male,17-24,Slightly injured,,,Other,,,Goods 3.5 tonnes or less
2017,2914,1,1,Driver,Female,17-24,Slightly injured,,,Other,,,Car
2017,2915,1,1,Vehicle passenger - front,Female,45-54,Slightly injured,,,Other,,,Car
2017,2915,2,2,Driver,Female,35-44,Slightly injured,,,Other,,,Car
2017,2916,0,1,Pedestrian,Female,55-64,Slightly injured,,,Other,,,
2017,2917,1,1,Driver,Female,35-44,Slightly injured,,,Other,,,Car
2017,2917,2,2,Driver,Male,35-44,Slightly injured,,,Other,,,Car
2017,2918,1,1,Driver,Male,65+,Slightly injured,,,Other,,,Car
2017,2919,2,1,Driver,Female,45-54,Slightly injured,,,Other,,,Car
2017,2920,2,1,Driver,Female,25-34,Slightly injured,,,Other,,,Car
2017,2920,2,2,Vehicle passenger - front,Female,17-24,Slightly injured,,,Other,,,Car
2017,2920,3,3,Driver,Female,35-44,Slightly injured,,,Other,,,Car
2017,2921,1,1,Vehicle passenger - rear,Female,Under 10,Slightly injured,,,Other,,,Car
2017,2922,1,1,Driver,Female,55-64,Slightly injured,,,Other,,,Car
2017,2923,1,1,Driver,Female,35-44,Slightly injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2017,2923,2,2,Driver,Male,35-44,Seriously injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2017,2924,0,1,Pedestrian,Female,10-16,Slightly injured,,,Other,,,
2017,2925,2,1,Driver,Female,55-64,Slightly injured,,,Other,,,Car
2017,2925,2,2,Vehicle passenger - front,Male,10-16,Slightly injured,,,Other,,,Car
2017,2925,2,3,Vehicle passenger - rear,Female,Under 10,Slightly injured,,,Other,,,Car
2017,2926,1,1,Vehicle passenger - rear,Female,65+,Slightly injured,,,Other,,,Bus or coach (17+ passengers)
2017,2927,1,1,Driver,Female,17-24,Slightly injured,,,Other,,,Car
2017,2928,1,1,Driver,Female,25-34,Slightly injured,,,Other,,,Car
2017,2929,1,1,Driver,Male,25-34,Slightly injured,,,Other,,,Car
2017,2929,1,2,Vehicle passenger - front,Female,25-34,Slightly injured,,,Other,,,Car
2017,2929,1,3,Vehicle passenger - rear,Female,17-24,Slightly injured,,,Other,,,Car
2017,2929,1,4,Vehicle passenger - rear,Male,25-34,Slightly injured,,,Other,,,Car
2017,2930,1,1,Motorcyclist,Male,45-54,Slightly injured,,,Other,,,Motorcycle - moped
2017,2931,0,1,Pedestrian,Male,65+,Slightly injured,,,Other,,,
2017,2932,1,1,Motorcyclist,Male,65+,Slightly injured,,,Other,,,Motorcycle (125cc and above)
2017,2933,2,1,Driver,Male,65+,Slightly injured,,,Other,,,Car
2017,2933,1,2,Driver,Male,55-64,Slightly injured,,,Other,,,Car
2017,2934,1,1,Driver,Female,25-34,Slightly injured,,,Other,,,Car
2017,2935,1,1,Vehicle passenger - front,Female,45-54,Slightly injured,,,Other,,,Car
2017,2936,2,1,Pedal cyclist,Male,55-64,Slightly injured,,,Other,,,Pedal cycle
2017,2937,1,1,Vehicle passenger - rear,Male,10-16,Slightly injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2017,2937,2,2,Driver,Male,65+,Slightly injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Goods 3.5 tonnes or less
2017,2937,3,3,Driver,Female,55-64,Slightly injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2017,2937,3,4,Vehicle passenger - front,Female,55-64,Seriously injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2017,2938,1,1,Pedal cyclist,Male,35-44,Seriously injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Pedal cycle
2017,2939,2,1,Pedal cyclist,Female,35-44,Seriously injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Pedal cycle
2017,2940,0,1,Pedestrian,Female,45-54,Slightly injured,,,Other,,,
2017,2941,2,1,Driver,Female,17-24,Slightly injured,,,Other,,,Car
2017,2942,1,1,Driver,Female,17-24,Slightly injured,,,Other,,,Car
2017,2943,1,1,Driver,Male,65+,Slightly injured,,,Other,,,Car
2017,2943,1,2,Vehicle passenger - front,Male,25-34,Slightly injured,,,Other,,,Car
2017,2944,0,1,Pedestrian,Male,10-16,Slightly injured,,,Other,,,
2017,2945,1,1,Driver,Male,25-34,Slightly injured,,,Other,,,Car
2017,2945,2,2,Driver,Male,45-54,Slightly injured,,,Other,,,Goods 3.5 tonnes or less
2017,2946,2,1,Driver,Female,35-44,Slightly injured,,,Other,,,Car
2017,2947,1,1,Driver,Female,25-34,Slightly injured,,,Other,,,Car
2017,2947,1,2,Vehicle passenger - front,Female,55-64,Slightly injured,,,Other,,,Car
2017,2947,1,3,Vehicle passenger - rear,Female,Under 10,Slightly injured,,,Other,,,Car
2017,2948,1,1,Driver,Female,17-24,Slightly injured,,,Other,,,Car
2017,2949,1,1,Driver,Female,45-54,Slightly injured,,,Other,,,Car
2017,2949,1,2,Vehicle passenger - front,Female,45-54,Slightly injured,,,Other,,,Car
2017,2950,0,1,Pedestrian,Male,Under 10,Slightly injured,,,Other,,,
2017,2951,0,1,Pedestrian,Female,10-16,Slightly injured,,,Other,,,
2017,2952,1,1,Motorcyclist,Male,17-24,Slightly injured,,,Other,,,Motorcycle (125cc and above)
2017,2953,1,1,Driver,Female,45-54,Slightly injured,,,Other,,,Car
2017,2953,2,2,Vehicle passenger - front,Male,17-24,Slightly injured,,,Other,,,Goods 3.5 tonnes or less
2017,2954,1,1,Driver,Female,25-34,Slightly injured,,,Other,,,Car
2017,2954,2,2,Vehicle passenger - rear,Female,65+,Slightly injured,,,Other,,,Car
2017,2955,1,1,Driver,Female,45-54,Fatal,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2017,2955,3,2,Driver,Male,55-64,Seriously injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2017,2956,0,1,Pedestrian,Female,17-24,Slightly injured,,,Other,,,
2017,2957,1,1,Driver,Male,25-34,Seriously injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,No,Car
2017,2957,1,2,Vehicle passenger - rear,Female,Under 10,Slightly injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2017,2957,1,3,Vehicle passenger - rear,Male,Under 10,Slightly injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,No,Car
2017,2957,1,4,Vehicle passenger - rear,Male,Under 10,Slightly injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,No,Car
2017,2958,0,1,Pedestrian,Female,17-24,Seriously injured,On footway or verge,Unknown / other,Other,Not a bus or coach passenger,No,
2017,2959,1,1,Driver,Female,17-24,Slightly injured,,,Other,,,Car
2017,2960,1,1,Driver,Male,45-54,Slightly injured,,,Other,,,Car
2017,2961,1,1,Driver,Male,25-34,Slightly injured,,,Other,,,Car
2017,2961,2,2,Driver,Male,35-44,Slightly injured,,,Other,,,Car
2017,2962,1,1,Driver,Male,35-44,Slightly injured,,,Other,,,Car
2017,2962,1,2,Vehicle passenger - rear,Male,Under 10,Slightly injured,,,Other,,,Car
2017,2962,2,3,Driver,Male,35-44,Slightly injured,,,Other,,,Car
2017,2963,1,1,Vehicle passenger - front,Male,17-24,Slightly injured,,,Other,,,Car
2017,2963,1,2,Driver,Male,17-24,Slightly injured,,,Other,,,Car
2017,2964,1,1,Vehicle passenger - rear,Female,17-24,Slightly injured,,,Other,,,Car (used as taxi)
2017,2964,1,2,Vehicle passenger - rear,Male,17-24,Slightly injured,,,Other,,,Car (used as taxi)
2017,2965,3,1,Driver,Female,35-44,Slightly injured,,,Other,,,Car
2017,2966,2,1,Motorcyclist,Male,25-34,Slightly injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Motorcycle (125cc and above)
2017,2966,2,2,Pillion passenger,Male,10-16,Seriously injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Motorcycle (125cc and above)
2017,2967,1,1,Pedal cyclist,Male,17-24,Seriously injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Pedal cycle
2017,2968,2,1,Pedal cyclist,Male,10-16,Slightly injured,,,Other,,,Pedal cycle
2017,2969,1,1,Driver,Male,35-44,Slightly injured,,,Other,,,Car
2017,2970,1,1,Driver,Male,35-44,Seriously injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2017,2970,1,2,Vehicle passenger - front,Male,Under 10,Slightly injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2017,2970,2,3,Driver,Male,65+,Slightly injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2017,2970,2,4,Vehicle passenger - front,Female,65+,Slightly injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2017,2970,4,5,Driver,Female,17-24,Slightly injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2017,2970,3,6,Vehicle passenger - front,Female,65+,Slightly injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2017,2971,1,1,Driver,Female,45-54,Slightly injured,,,Other,,,Car
2017,2971,1,2,Vehicle passenger - front,Female,25-34,Slightly injured,,,Other,,,Car
2017,2972,2,1,Driver,Female,55-64,Slightly injured,,,Other,,,Car
2017,2973,0,1,Pedestrian,Male,65+,Seriously injured,Unknown or other,Unknown / other,Other,Not a bus or coach passenger,No,
2017,2974,4,1,Driver,Male,17-24,Slightly injured,,,Other,,,Car
2017,2975,1,1,Driver,Female,17-24,Slightly injured,,,Other,,,Car
2017,2976,2,1,Driver,Female,35-44,Slightly injured,,,Other,,,Car
2017,2977,1,1,Driver,Male,35-44,Slightly injured,,,Other,,,Car
2017,2977,1,2,Vehicle passenger - front,Female,35-44,Slightly injured,,,Other,,,Car
2017,2977,1,3,Vehicle passenger - rear,Female,Under 10,Slightly injured,,,Other,,,Car
2017,2977,1,4,Vehicle passenger - rear,Female,Under 10,Slightly injured,,,Other,,,Car
2017,2977,2,5,Driver,Male,35-44,Slightly injured,,,Other,,,Goods 3.5 tonnes or less
2017,2978,1,1,Driver,Male,65+,Slightly injured,,,Other,,,Goods 3.5 tonnes or less
2017,2978,2,2,Driver,Male,45-54,Slightly injured,,,Other,,,Car
2017,2979,2,1,Driver,Female,65+,Slightly injured,,,Other,,,Car
2017,2980,1,1,Driver,Female,45-54,Slightly injured,,,Other,,,Car
2017,2980,1,2,Vehicle passenger - front,Male,45-54,Slightly injured,,,Other,,,Car
2017,2981,1,1,Driver,Male,25-34,Slightly injured,,,Other,,,Car
2017,2982,1,1,Driver,Female,17-24,Seriously injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2017,2982,2,2,Driver,Female,25-34,Slightly injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2017,2983,1,1,Motorcyclist,Male,45-54,Seriously injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Motorcycle - moped
2017,2983,2,2,Driver,Male,17-24,Slightly injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2017,2984,1,1,Driver,Female,17-24,Slightly injured,,,Other,,,Car
2017,2984,1,2,Vehicle passenger - front,Female,17-24,Slightly injured,,,Other,,,Car
2017,2984,1,3,Vehicle passenger - rear,Female,17-24,Slightly injured,,,Other,,,Car
2017,2985,1,1,Driver,Male,25-34,Slightly injured,,,Other,,,Other non motor vehicle
2017,2985,1,2,Vehicle passenger - front,Male,65+,Slightly injured,,,Other,,,Other non motor vehicle
2017,2986,1,1,Motorcyclist,Male,25-34,Slightly injured,,,Other,,,Motorcycle (125cc and above)
2017,2987,1,1,Driver,Female,65+,Seriously injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2017,2988,1,1,Motorcyclist,Male,17-24,Slightly injured,,,Other,,,Motorcycle (125cc and above)
2017,2989,2,1,Driver,Male,45-54,Slightly injured,,,Other,,,Car
